Project Key,Project Name,Story Key,Status,Priority,Created,Summary
OS,OPC Squad,OS-714,Finalizada,Highest,2019-02-11T06:57:40.180-0600,Modificación de Monto en FCL Simulación de Libre Transferencia
OS,OPC Squad,OS-710,Finalizada,Highest,2019-02-11T05:50:09.947-0600,Modificación pantallas de Consulta de Teléfono e Email
PP,Bug Hunters,PP-999,Finalizada,Highest,2019-02-08T03:37:49.493-0600,Moneda de liquidación de ISIN
PP,Bug Hunters,PP-998,Finalizada,Highest,2019-02-08T03:35:55.300-0600,Control mesa de dinero
ADI,Investor,ADI-1658,Finalizada,Highest,2019-02-08T02:57:07.000-0600,Corregir mantenimiento de clasificación de usuarios
ET,BitCode Team,ET-2288,Finalizada,Highest,2019-02-07T09:06:37.883-0600,Crear procedimiento de almacenado de consulta diaria
ET,BitCode Team,ET-2283,Finalizada,Highest,2019-02-07T08:45:08.663-0600,Programación capa datos en BAC-Link
OS,OPC Squad,OS-686,Finalizada,Highest,2019-02-07T04:45:14.930-0600,Documentación de Pase #9
OS,OPC Squad,OS-685,Finalizada,Highest,2019-02-07T04:43:11.940-0600,Documentación Pase #8  
OS,OPC Squad,OS-678,Finalizada,Highest,2019-02-05T07:40:34.957-0600,Registro de extranjeros de forma individual (nacimientos ) 
PP,Bug Hunters,PP-977,Finalizada,Highest,2019-02-01T09:19:38.383-0600,Documentación de Pase #6
ET,BitCode Team,ET-2269,Finalizada,Highest,2019-02-01T07:27:45.387-0600,Monitoreo post-pase ICE-TEL BCO
ET,BitCode Team,ET-2267,Finalizada,Highest,2019-02-01T07:25:49.040-0600,Activacion oficial ICE Tel BCO
ET,BitCode Team,ET-2263,Finalizada,Highest,2019-02-01T07:23:15.660-0600,Alistar configuración para Activación ICE-TEL BCO
ET,BitCode Team,ET-2246,Finalizada,Highest,2019-01-30T06:20:53.263-0600,Reporte Efectividad de Pagos por Entidad
ET,BitCode Team,ET-2236,Cancelado,Highest,2019-01-30T05:56:40.790-0600,Convertir afiliado ATM a afiliado Configurable_CNFL
ET,BitCode Team,ET-2232,Finalizada,Highest,2019-01-29T10:53:53.143-0600,Proceso de Reversión de Pagos CA
ET,BitCode Team,ET-2219,Finalizada,Highest,2019-01-29T09:50:25.103-0600,Pago en lote contra entidad AYA
OS,OPC Squad,OS-652,Finalizada,Highest,2019-01-29T09:43:01.103-0600, Ajuste y revisión en la pantalla BEPENBEN
ET,BitCode Team,ET-2218,Finalizada,Highest,2019-01-29T08:24:34.727-0600,Configuración Consulta masiva 1 a 1 contra CNFL
ET,BitCode Team,ET-2217,Finalizada,Highest,2019-01-29T08:23:04.800-0600,Configuración Consulta masiva 1 a 1 contra ICE-Sector Eléctrico
ET,BitCode Team,ET-2214,Finalizada,Highest,2019-01-28T09:38:27.830-0600,Consulta masiva uno a uno contra Entidad AYA
ET,BitCode Team,ET-2208,Finalizada,Highest,2019-01-28T06:01:23.987-0600,Prueba Reporte de Afiliados y Des-Afiliados ICE-Sector Eléctrico
ET,BitCode Team,ET-2200,Finalizada,Highest,2019-01-25T06:21:38.467-0600,Proceso manual de consulta y pago CA - FrontEnd
ET,BitCode Team,ET-2198,Finalizada,Highest,2019-01-25T06:09:41.817-0600,Configurar Reporte de Afiliados y Des-Afiliados ICE-TEL
ET,BitCode Team,ET-2194,Finalizada,Highest,2019-01-25T06:01:27.670-0600,Configuración Consulta masiva 1 a 1 contra ICE-TEL
ET,BitCode Team,ET-2193,Finalizada,Highest,2019-01-25T06:00:51.370-0600,Des-afiliar cliente contra entidad ICE-TEL
ET,BitCode Team,ET-2192,Finalizada,Highest,2019-01-25T06:00:38.247-0600,Afiliar cliente contra entidad ICE-TEL
ET,BitCode Team,ET-2191,Finalizada,Highest,2019-01-25T05:46:51.363-0600,Crear la estructura inicial de BD para CA
ET,BitCode Team,ET-2190,Finalizada,Highest,2019-01-25T05:23:21.107-0600,Configuración de Proceso Automático de Consulta diaria AS400
ET,BitCode Team,ET-2182,Finalizada,Highest,2019-01-25T04:19:00.133-0600,Documentación RFC para re-activación de ICE-TEL Banco
ADI,Investor,ADI-1612,Finalizada,Highest,2019-01-24T06:26:48.727-0600,Registrar fecha de vencimiento a perfiles de inversionista en SFI.net
OS,OPC Squad,OS-647,Finalizada,Highest,2019-01-24T05:56:56.703-0600,Traslados de los fondos B a los fondos A por cumplimiento de 63 cuotas¨¨
OS,OPC Squad,OS-636,Finalizada,Highest,2019-01-24T05:10:29.990-0600,Ajuste al proceso de cálculo de productos de pensión de beneficios
OS,OPC Squad,OS-630,Finalizada,Highest,2019-01-23T07:16:57.477-0600,Buffer
OS,OPC Squad,OS-625,Finalizada,Highest,2019-01-22T09:20:37.030-0600,"Generación de Excel , validación Finanzas"
OS,OPC Squad,OS-624,Finalizada,Highest,2019-01-22T05:58:01.403-0600,Pantalla para la validación y generación de factura electrónica del área de operaciones
OS,OPC Squad,OS-623,Finalizada,Highest,2019-01-22T05:52:56.097-0600,Gestiones 14 en Blanco
OS,OPC Squad,OS-621,Finalizada,Highest,2019-01-22T05:45:23.690-0600,Query Saldo cuenta beneficio retenido
ADI,Investor,ADI-1559,Finalizada,Highest,2019-01-21T05:15:24.367-0600,Detalle de Inversiones y Retiros (mejoras primer pase asesor)
PP,Bug Hunters,PP-936,Finalizada,Highest,2019-01-18T09:30:49.293-0600,Crear el proceso de generación de archivos factura electrónica . 
PP,Bug Hunters,PP-934,Finalizada,Highest,2019-01-18T09:15:32.937-0600,Campo moneda obligatorio
PP,Bug Hunters,PP-933,Finalizada,Highest,2019-01-18T09:05:05.963-0600,Consulta visualización de moneda
PP,Bug Hunters,PP-931,Finalizada,Highest,2019-01-18T08:41:02.433-0600,Documentación de Pase #6
PP,Bug Hunters,PP-930,Finalizada,Highest,2019-01-18T08:39:53.133-0600,Buffer
OS,OPC Squad,OS-609,Finalizada,Highest,2019-01-17T07:38:25.133-0600,Agregar CIF en consulta 235
ET,BitCode Team,ET-2162,Finalizada,Highest,2019-01-16T04:32:49.987-0600,Mejora el proceso de detección de forma de pago para FrontEnd
ET,BitCode Team,ET-2161,Finalizada,Highest,2019-01-16T04:31:44.953-0600,Mejora en Proceso de Reversión - FrontEnd
ET,BitCode Team,ET-2157,Finalizada,Highest,2019-01-16T03:57:23.050-0600,Implementar el query builder y construir sentencia SQL de forma dinámica
ADI,Investor,ADI-1548,Finalizada,Highest,2019-01-15T04:08:16.477-0600,consulta de SFI 49
OS,OPC Squad,OS-594,Finalizada,Highest,2019-01-14T09:57:28.020-0600,Asignación de cartera
OS,OPC Squad,OS-592,Finalizada,Highest,2019-01-14T09:47:43.013-0600,Migración de Cargos Extraordinarios y Status
ADI,Investor,ADI-1533,Finalizada,Highest,2019-01-14T08:28:43.180-0600,Crear servicio en SFI.net para incluir beneficiarios
ADI,Investor,ADI-1518,Finalizada,Highest,2019-01-14T08:14:32.303-0600,Administración de Beneficiarios Fondos de Inversión SFI.net 1
ET,BitCode Team,ET-2146,Finalizada,Highest,2019-01-14T04:01:41.710-0600,Monitoreo post-pase CA_ICE Sector Eléctrico
ADI,Investor,ADI-1508,Finalizada,Highest,2019-01-14T02:49:36.467-0600,Query de saldos KPMG
ET,BitCode Team,ET-2139,Finalizada,Highest,2019-01-11T11:19:26.587-0600,"Monitoreo post-pase activación AYA COM con CA, fixes y Muni Alajuela"
ET,BitCode Team,ET-2137,Finalizada,Highest,2019-01-11T11:19:00.883-0600,Alistar configuración para Activación AyA COM con CA y Mejoras Técnicas
ET,BitCode Team,ET-2136,Finalizada,Highest,2019-01-11T10:46:09.760-0600,Monitoreo post-pase ICE Sector Eléctrico
ET,BitCode Team,ET-2134,Finalizada,Highest,2019-01-11T10:45:36.523-0600,Alistar configuración para Activación ICE Sector Eléctrico
ET,BitCode Team,ET-2132,Finalizada,Highest,2019-01-11T10:41:47.867-0600,Alistar configuración para Activación  CNFL COM 
ET,BitCode Team,ET-2131,Finalizada,Highest,2019-01-11T10:40:14.087-0600,Monitoreo post-pase  CNFL COM con CA
ET,BitCode Team,ET-2130,Finalizada,Highest,2019-01-11T10:36:20.727-0600,Pruebas de Regresión ICE-TEL COM
ET,BitCode Team,ET-2128,Finalizada,Highest,2019-01-11T10:31:53.677-0600,Alistar configuración para Activación ICE-TEL COM 
ET,BitCode Team,ET-2122,Finalizada,Highest,2019-01-11T05:59:14.173-0600,Monitoreo post-pase ICE-TEL BCO
ET,BitCode Team,ET-2121,Finalizada,Highest,2019-01-11T05:58:17.313-0600,Alistar configuración para Re-activación ICE-TEL BCO 
ET,BitCode Team,ET-2120,Finalizada,Highest,2019-01-11T05:49:08.420-0600,Documentar RFC Calendarizador ICE-TEL BCO
PP,Bug Hunters,PP-911,Finalizada,Highest,2019-01-10T06:15:58.413-0600,Mejorar consultas de generación de asientos 
PP,Bug Hunters,PP-910,Finalizada,Highest,2019-01-10T06:13:35.403-0600,Modificar consultas SQL (Eliminar select *)
ET,BitCode Team,ET-2111,Finalizada,Highest,2019-01-10T03:05:02.257-0600,Mejora en cierre CRI400B - Páguelo
ET,BitCode Team,ET-2109,Finalizada,Highest,2019-01-09T05:13:01.863-0600,Documentación Pase para Eliminar flujo Cierre en Clusters
PP,Bug Hunters,PP-873,Finalizada,Highest,2019-01-07T03:57:03.017-0600,Documentación de Pase #6
ET,BitCode Team,ET-2104,Finalizada,Highest,2019-01-04T02:10:07.450-0600,Resolución de Alerta Verde_ Incidente_101479
ADI,Investor,ADI-1447,Finalizada,Highest,2019-01-03T08:35:44.580-0600,Mantenimiento para exportar a txt datos para factura electrónica
ADI,Investor,ADI-1428,Finalizada,Highest,2018-12-21T02:18:52.893-0600,Query ahorros colectivos
OS,OPC Squad,OS-544,Finalizada,Highest,2018-12-20T11:25:16.630-0600,"Corrección en cantidad de cuotas que se liquidan (C24, C39)"
PP,Bug Hunters,PP-847,Finalizada,Highest,2018-12-19T09:05:20.837-0600,Ajustar transados de anulación de asignación
PP,Bug Hunters,PP-846,Finalizada,Highest,2018-12-19T09:01:03.267-0600,Bloqueo de saldos para autorizaciones de crédito SINPE
PP,Bug Hunters,PP-845,Finalizada,Highest,2018-12-19T08:53:29.333-0600,Modificar la hoja de liquidación
PP,Bug Hunters,PP-844,Finalizada,Highest,2018-12-19T08:44:52.487-0600,Crear categoría de notificaciones para envío de factura
PP,Bug Hunters,PP-843,Finalizada,Highest,2018-12-19T08:39:17.820-0600,Envío de Información desde PIAF a Sistemas de Facturación
PP,Bug Hunters,PP-842,Finalizada,Highest,2018-12-19T08:33:25.167-0600,Pantalla para envió de facturas electrónicas
PP,Bug Hunters,PP-841,Finalizada,Highest,2018-12-19T08:19:57.863-0600,Crear objetos bases de datos factura electrónica
ADI,Investor,ADI-1426,Finalizada,Highest,2018-12-19T05:18:00.967-0600,Consulta de Inversiones en tránsito SFI
OS,OPC Squad,OS-529,Finalizada,Highest,2018-12-18T08:39:11.313-0600,Buffer
OS,OPC Squad,OS-528,Finalizada,Highest,2018-12-18T07:52:30.033-0600,Diferencia resumen de pagos y query 22
OS,OPC Squad,OS-527,Finalizada,Highest,2018-12-18T07:44:50.617-0600,Query para certificaciones
OS,OPC Squad,OS-526,Finalizada,Highest,2018-12-18T06:38:31.417-0600, Eliminar validación para que se genere  el reporte de la planilla del banco 
ADI,Investor,ADI-1382,Finalizada,Highest,2018-12-14T09:31:14.473-0600,Carga de operaciones de tipo compra desde PIAF
PP,Bug Hunters,PP-820,Finalizada,Highest,2018-12-14T04:08:00.070-0600,Generación de asientos de reversión para anulación de asignaciones
ADI,Investor,ADI-1378,Finalizada,Highest,2018-12-13T10:30:05.493-0600,Pintar rendimientos negativos en el gráfico en BeL
ET,BitCode Team,ET-2083,Cancelado,Highest,2018-12-12T09:42:47.510-0600,Convertir afiliado ATM a afiliado Configurable_ICE-TEL COM
ET,BitCode Team,ET-2073,Finalizada,Highest,2018-12-12T08:59:50.650-0600,Mejoras en Reporte de Cierre Detallado - filtros por CANAL y COM
ET,BitCode Team,ET-2065,Cancelado,Highest,2018-12-12T08:35:57.157-0600,Convertir afiliado ATM a afiliado Configurable_AYA
OS,OPC Squad,OS-518,Finalizada,Highest,2018-12-11T04:30:13.087-0600,Conteo de cuotas y meses para realizar el retiro del fondo voluntario
ET,BitCode Team,ET-2058,Finalizada,Highest,2018-12-10T03:31:54.887-0600,Mejora en Flujo de Reversión
OS,OPC Squad,OS-494,Finalizada,Highest,2018-12-06T10:56:05.317-0600,Documentación y Pruebas de estado de cuenta
OS,OPC Squad,OS-485,Finalizada,Highest,2018-12-04T04:23:14.833-0600,Reporte de la simulación de saldos libre transferencia
OS,OPC Squad,OS-473,Finalizada,Highest,2018-12-03T10:11:52.420-0600,Agregar fecha de modificación en pantalla FVCONEJE
OS,OPC Squad,OS-472,Finalizada,Highest,2018-12-03T10:10:17.793-0600,Búsqueda por patrono en pantalla FVCONEJE
OS,OPC Squad,OS-471,Finalizada,Highest,2018-12-03T10:08:07.933-0600,Búsqueda por CIF en la pantalla GEBOLLIS
OS,OPC Squad,OS-470,Finalizada,Highest,2018-12-03T09:58:40.693-0600,Mejoras Revisión de contratos (FOREVCTA)
OS,OPC Squad,OS-469,Finalizada,Highest,2018-12-03T09:55:12.003-0600,Mejoras Apertura de contratos
PP,Bug Hunters,PP-793,Finalizada,Highest,2018-11-30T10:25:29.110-0600,Generar reporte de Informe Gerencial
PP,Bug Hunters,PP-775,Finalizada,Highest,2018-11-30T09:53:15.490-0600,Control de múltiples usuarios en el libro de movimientos
ET,BitCode Team,ET-2044,Finalizada,Highest,2018-11-29T05:49:38.480-0600,Alistar Ambientes de Afiliados para pruebas de regresión
ET,BitCode Team,ET-2033,Finalizada,Highest,2018-11-29T04:43:36.407-0600,Agregar nuevo afiliado para  Des-afiliación Tramas PAR - ICE-TEL
ET,BitCode Team,ET-2032,Finalizada,Highest,2018-11-29T04:43:25.437-0600,Agregar nuevo afiliado para Afiliación Tramas PAR - ICE-TEL
PP,Bug Hunters,PP-763,Finalizada,Highest,2018-11-29T04:39:54.057-0600,Modificar la fecha de operación de los movimientos de efectivo
PP,Bug Hunters,PP-762,Finalizada,Highest,2018-11-29T04:31:35.190-0600,Llamada a margen
PP,Bug Hunters,PP-761,Finalizada,Highest,2018-11-29T04:12:50.430-0600,Control de saldo en tránsito 
PP,Bug Hunters,PP-760,Finalizada,Highest,2018-11-29T04:07:24.173-0600,Envió de solicitudes de inversión a SFI por usuarios múltiples
ADI,Investor,ADI-1323,Finalizada,Highest,2018-11-29T02:20:36.767-0600,Registro de usuario de BeL de Cancelación de Retiros en SFI.net
ADI,Investor,ADI-1322,Finalizada,Highest,2018-11-28T09:52:23.647-0600,No mostrar usuarios de BeL en la asignación de permisos de SFI.net
ET,BitCode Team,ET-2013,Finalizada,Highest,2018-11-28T09:20:28.317-0600,Ocultar rubros con valores cero o null
ET,BitCode Team,ET-2011,Finalizada,Highest,2018-11-28T06:19:35.063-0600,Incorporar Usuario a Bitácoras de Auditoria
OS,OPC Squad,OS-463,Finalizada,Highest,2018-11-26T09:29:17.547-0600,Liberar imputaciones con perdida en el valor 
ET,BitCode Team,ET-1964,Finalizada,Highest,2018-11-22T02:59:29.383-0600,Integración de funcionalidad reversión masiva
ET,BitCode Team,ET-1941,Finalizada,Highest,2018-11-21T09:48:49.183-0600,Prueba Regresión desde Páguelo_ICE-TEL BCO
ET,BitCode Team,ET-1936,Finalizada,Highest,2018-11-21T09:15:31.503-0600,Agregar columnas solicitadas por Operaciones en lista de Mantenimiento de Pagos
OS,OPC Squad,OS-437,Finalizada,Highest,2018-11-21T05:21:25.910-0600,Aporte Proceso de Beneficio por Defunción por extranjeros
OS,OPC Squad,OS-436,Finalizada,Highest,2018-11-21T05:17:33.453-0600,Revisión y Ajuste de Procesos de Beneficio por Defunción por extranjeros
OS,OPC Squad,OS-433,Finalizada,Highest,2018-11-20T09:58:37.530-0600,Pago de Quinquenio histórico
OS,OPC Squad,OS-431,Finalizada,Highest,2018-11-20T09:35:26.257-0600,Inclusión de cargo automático desde el registro del contrato voluntario
PP,Bug Hunters,PP-745,Finalizada,Highest,2018-11-20T08:22:04.743-0600,Ajustes para Anexo 45 Nuevo
OS,OPC Squad,OS-428,Finalizada,Highest,2018-11-20T08:02:40.567-0600, Búsqueda por CIF
PP,Bug Hunters,PP-710,Finalizada,Highest,2018-11-16T09:45:38.377-0600,Query Saldo Administrado de  Informe Gerencial
PP,Bug Hunters,PP-709,Finalizada,Highest,2018-11-16T09:41:44.873-0600,Documentación Pase #5
ET,BitCode Team,ET-1926,Finalizada,Highest,2018-11-16T04:15:34.693-0600,Gestionar la clusterización del WAS de BAC-Link 
ET,BitCode Team,ET-1925,Finalizada,Highest,2018-11-16T04:03:38.977-0600,Gestionar accesos a BD de Páguelo desde BAC-Link
ADI,Investor,ADI-1290,Finalizada,Highest,2018-11-15T03:25:29.273-0600,Almacenar cuenta CC por cliente y fondo (CCF)
OS,OPC Squad,OS-416,Finalizada,Highest,2018-11-14T05:52:23.670-0600,Datos del cliente y beneficiario en pantalla FOREVCTA 
OS,OPC Squad,OS-415,Finalizada,Highest,2018-11-14T05:51:39.530-0600,Cambio en pantalla  FOAPECTA y FOCTAGES
ET,BitCode Team,ET-1922,Finalizada,Highest,2018-11-13T03:47:14.160-0600,Documentación PLT de RFC´s VFMN-B65U6D y VFMN-B56UGY
PP,Bug Hunters,PP-699,Finalizada,Highest,2018-11-13T03:20:32.457-0600,Crear una conexión al servidor de contingencia de SFI
OS,OPC Squad,OS-414,Finalizada,Highest,2018-11-12T11:29:30.190-0600,Validar en la carga de notificación
OS,OPC Squad,OS-413,Finalizada,Highest,2018-11-12T10:55:12.763-0600,Reflejen datos de carga notificación de SICERE
ADI,Investor,ADI-1272,Finalizada,Highest,2018-11-12T09:00:11.377-0600,Formalizar el RFC de emergencia pase PIBs
ADI,Investor,ADI-1267,Finalizada,Highest,2018-11-12T08:51:18.873-0600,Ajuste en el sincronizador de PIBs
ADI,Investor,ADI-1248,Finalizada,Highest,2018-11-09T10:04:43.947-0600,Cambio de emisor en fondos de inversión BAC
ADI,Investor,ADI-1245,Finalizada,Highest,2018-11-08T10:48:10.557-0600,Habilitar modificación de CIF en mantenimiento de clientes
ADI,Investor,ADI-1243,Finalizada,Highest,2018-11-08T10:28:32.040-0600,Ajuste mantenimiento de fondos
OS,OPC Squad,OS-403,Finalizada,Highest,2018-11-08T08:37:20.363-0600,Documentación de Pase #5
ADI,Investor,ADI-1233,Finalizada,Highest,2018-11-08T04:31:44.807-0600,Mejoras primer pase asesor
OS,OPC Squad,OS-385,Finalizada,Highest,2018-11-08T02:28:14.493-0600,Documentación de Pase #5
OS,OPC Squad,OS-379,Finalizada,Highest,2018-11-06T02:52:31.227-0600,Envío de notificaciones a Ejecutivos cuando cambie de Status una liquidación
OS,OPC Squad,OS-378,Finalizada,Highest,2018-11-06T02:48:28.863-0600,Busqueda por CIF
ADI,Investor,ADI-1184,Finalizada,Highest,2018-11-05T03:39:49.143-0600,Gestionar pase para RFC de reporte mensual IMS+
PP,Bug Hunters,PP-672,Finalizada,Highest,2018-11-02T08:29:55.617-0600,Mostrar información del Isin en ordenes encadenadas
ET,BitCode Team,ET-1911,Finalizada,Highest,2018-11-02T03:56:37.633-0600,Integración con Branch Oficial de Desarrollo
OS,OPC Squad,OS-375,Finalizada,Highest,2018-10-31T10:02:06.830-0600,Inactivar automáticamente el estado de las pólizas
OS,OPC Squad,OS-374,Finalizada,Highest,2018-10-31T09:35:42.537-0600,Consulta de clientes con póliza
OS,OPC Squad,OS-372,Finalizada,Highest,2018-10-31T08:34:19.063-0600,Registro de clientes con póliza
ADI,Investor,ADI-1108,Finalizada,Highest,2018-10-25T08:31:42.357-0600,Agregar funcionalidad a la palabra Invertir del apartado Fondos de Inversión en la BeL (parte 2)
OS,OPC Squad,OS-357,Finalizada,Highest,2018-10-25T05:30:40.457-0600,Documentación de Pase #4
ET,BitCode Team,ET-1882,Finalizada,Highest,2018-10-25T04:53:33.027-0600,Creación de RESTful para reversión masiva
ET,BitCode Team,ET-1881,Finalizada,Highest,2018-10-25T04:50:05.947-0600,Creación de Pantalla de Mantenimiento de Pagos
ET,BitCode Team,ET-1880,Finalizada,Highest,2018-10-25T04:46:02.287-0600,Creación de RESTful de extracción de datos
ET,BitCode Team,ET-1879,Finalizada,Highest,2018-10-25T04:41:11.650-0600,Nuevos ETL´s para traer datos en T
ET,BitCode Team,ET-1878,Finalizada,Highest,2018-10-25T04:10:26.730-0600,Federación del nodo al CRCORVWASND  - BAC-Link  - RFC VFMN-B56UGY
ET,BitCode Team,ET-1877,Finalizada,Highest,2018-10-24T10:58:38.840-0600,"Emulador de Servicios, Cosevi, AYA e ICE"
OS,OPC Squad,OS-339,Finalizada,Highest,2018-10-24T04:06:01.610-0600,Cambio de código de persona en la pantalla de Gestiones 
OS,OPC Squad,OS-337,Finalizada,Highest,2018-10-23T10:00:44.393-0600,Cambio en la validación del re-cálculo 
OS,OPC Squad,OS-336,Finalizada,Highest,2018-10-23T09:18:53.380-0600,Procesamiento  TXT contrato colectivo 
OS,OPC Squad,OS-332,Finalizada,Highest,2018-10-23T03:06:50.683-0600,Buffer
ADI,Investor,ADI-1099,Finalizada,Highest,2018-10-22T09:03:44.050-0600,Realizar modificación al gráfico de rendimientos 
